timestamp,asn,-,csp,tls,hash,extract_regex,cdn_name,sni,port,-,url,input,location,title,scheme,error,webserver,body,body_preview,content_type,method,host,path,favicon,favicon_path,final_url,header,raw_header,request,time,jarm,chain_status_codes,a,cname,tech,extracts,chain,words,lines,status_code,content_length,failed,vhost,websocket,cdn,http2,pipeline,headless_body,screenshot_bytes,stored_response_path,screenshot_path,screenshot_path_rel,knowledgebase
2024-04-10 12:17:51.170624 +0200 CEST m=+1.568112459,<nil>,<nil>,<nil>,<nil>,map[],[],,,443,"HTTP/1.0 302 Found
Connection: close
Location: /my.policy
Server: BigIP
Set-Cookie: LastMRH_Session=7bbf5ebf;path=/;secure
Set-Cookie: MRHSession=b7276664357b52984b646fa57bbf5ebf;path=/;secure
Set-Cookie: MRHSHint=deleted; expires=Thu, 01-Jan-1970 00:00:01 GMT; path=/;secure
Content-Length: 0

",https://apm1-eni-vpn-user.eni.com,apm1-eni-vpn-user.eni.com,/my.policy,,https,,BigIP,,,,GET,151.96.252.76,/,,,,map[],,,767.940458ms,,[],[151.96.252.76],[],[F5 BigIP],map[],[],1,1,302,0,false,false,false,false,false,false,,[],,,,map[PageType:other pHash:0]
2024-04-10 12:17:51.171004 +0200 CEST m=+1.568492501,<nil>,<nil>,<nil>,<nil>,map[],[],,,443,"HTTP/1.0 302 Found
Connection: close
Location: /my.policy
Server: BigIP
Set-Cookie: LastMRH_Session=833236be;path=/;secure
Set-Cookie: MRHSession=e56d6fc1e4a12725cb554e0a833236be;path=/;secure
Set-Cookie: MRHSHint=deleted; expires=Thu, 01-Jan-1970 00:00:01 GMT; path=/;secure
Content-Length: 0

",https://apm2-eni-vpn-ind.eni.com,apm2-eni-vpn-ind.eni.com,/my.policy,,https,,BigIP,,,,GET,151.96.33.46,/,,,,map[],,,768.65175ms,,[],[151.96.33.46],[],[F5 BigIP],map[],[],1,1,302,0,false,false,false,false,false,false,,[],,,,map[PageType:other pHash:0]
2024-04-10 12:17:51.17138 +0200 CEST m=+1.568867668,<nil>,<nil>,<nil>,<nil>,map[],[],,,443,"HTTP/1.0 302 Found
Connection: close
Location: /my.policy
Server: BigIP
Set-Cookie: LastMRH_Session=3319b427;path=/;secure
Set-Cookie: MRHSession=0e8fdfe65802c5de0d5fdf1a3319b427;path=/;secure
Set-Cookie: MRHSHint=deleted; expires=Thu, 01-Jan-1970 00:00:01 GMT; path=/;secure
Content-Length: 0

",https://apm3-eni-vpn-admin.gtm.eni.com,apm3-eni-vpn-admin.gtm.eni.com,/my.policy,,https,,BigIP,,,,GET,151.96.33.20,/,,,,map[],,,768.643666ms,,[],[151.96.33.20],[],[F5 BigIP],map[],[],1,1,302,0,false,false,false,false,false,false,,[],,,,map[PageType:other pHash:0]
2024-04-10 12:17:51.171423 +0200 CEST m=+1.568911459,<nil>,<nil>,<nil>,<nil>,map[],[],,,443,"HTTP/1.1 302 Found
Connection: close
Content-Length: 300
Cache-Control: no-store
Content-Type: text/html; charset=iso-8859-1
Date: Wed, 10 Apr 2024 10:17:51 GMT
Location: https://sm-cp.eni.it/SmMakeCookie.ccc?SMSESSION=QUERY&PERSIST=0&TARGET=-SM-https%3a%2f%2facam%2eeni%2ecom%2f
Set-Cookie: BIGipServerldica-www-pr_443_pool=1581342730.47873.0000; path=/; Httponly; Secure
Set-Cookie: TS017e9e71=01fa9faf6e6666c540d5a80170411710f1397256eb7c6f1f1e946520660967593f44f25d39bfcc76c4e799c5f1546f06f39f406889cb5e99a49eb1e5258db1e7f9ccfedc38; Path=/
X-Frame-Options: SAMEORIGIN

<!DOCTYPE HTML PUBLIC ""-//IETF//DTD HTML 2.0//EN"">
<html><head>
<title>302 Found</title>
</head><body>
<h1>Found</h1>
<p>The document has moved <a href=""https://sm-cp.eni.it/SmMakeCookie.ccc?SMSESSION=QUERY&amp;PERSIST=0&amp;TARGET=-SM-https%3a%2f%2facam%2eeni%2ecom%2f"">here</a>.</p>
</body></html>
",https://acam.eni.com,acam.eni.com,https://sm-cp.eni.it/SmMakeCookie.ccc?SMSESSION=QUERY&PERSIST=0&TARGET=-SM-https%3a%2f%2facam%2eeni%2ecom%2f,302 Found,https,,,,,text/html,GET,151.96.36.97,/,,,,map[],,,769.984583ms,,[],[151.96.36.97],[],[],map[],[],12,8,302,300,false,false,false,false,false,false,,[],,,,map[PageType:error pHash:0]
2024-04-10 12:17:51.17173 +0200 CEST m=+1.569218251,<nil>,<nil>,<nil>,<nil>,map[],[],,,443,"HTTP/1.0 302 Found
Connection: close
Location: /my.policy
Server: BigIP
Set-Cookie: LastMRH_Session=b04bd8a9;path=/;secure
Set-Cookie: MRHSession=4c6a906be77341633d130bf4b04bd8a9;path=/;secure
Set-Cookie: MRHSHint=deleted; expires=Thu, 01-Jan-1970 00:00:01 GMT; path=/;secure
Content-Length: 0

",https://apm1-eni-vpn-full.eni.com,apm1-eni-vpn-full.eni.com,/my.policy,,https,,BigIP,,,,GET,151.96.252.77,/,,,,map[],,,768.092625ms,,[],[151.96.252.77],[],[F5 BigIP],map[],[],1,1,302,0,false,false,false,false,false,false,,[],,,,map[PageType:other pHash:0]
2024-04-10 12:17:51.171906 +0200 CEST m=+1.569394043,<nil>,<nil>,<nil>,<nil>,map[],[],,,443,"HTTP/1.0 302 Found
Connection: close
Location: /my.policy
Server: BigIP
Set-Cookie: LastMRH_Session=9fbfe836;path=/;secure
Set-Cookie: MRHSession=68cb5bb644b64c4ec17e896e9fbfe836;path=/;secure
Set-Cookie: MRHSHint=deleted; expires=Thu, 01-Jan-1970 00:00:01 GMT; path=/;secure
Content-Length: 0

",https://apm4-eni-vpn-top.eni.com,apm4-eni-vpn-top.eni.com,/my.policy,,https,,BigIP,,,,GET,151.96.252.111,/,,,,map[],,,769.159291ms,,[],[151.96.252.111],[],[F5 BigIP],map[],[],1,1,302,0,false,false,false,false,false,false,,[],,,,map[PageType:other pHash:0]
2024-04-10 12:17:51.17192 +0200 CEST m=+1.569408334,<nil>,<nil>,<nil>,<nil>,map[],[],,,443,"HTTP/1.1 200 OK
Connection: close
Accept-Ranges: bytes
Content-Type: text/html
Date: Wed, 10 Apr 2024 10:17:51 GMT
Etag: ""70047-249-481729a404240""-gzip
Last-Modified: Wed, 10 Mar 2010 13:52:01 GMT
Server: Apache/2.2.11 (Unix) mod_jk/1.2.30 mod_ssl/2.2.11 OpenSSL/0.9.8e-fips-rhel5
Vary: Accept-Encoding

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01 Frameset//EN"" ""http://www.w3.org/TR/html4/frameset.dtd"">
<html>
<head>
    <title>GeoCMS: Home Page</title>
    <meta http-equiv=""Content-Type"" content=""text/html; charset=iso-8859-1"" />
	<script type=""text/javascript"">

	try{
		document.location.replace(""./portale/geocms.jsp"");
	}catch(error){}
    </script>
</HEAD>
<frameset border=""0"" framespacing=""0"" rows=* frameBorder=NO>
    <frame name=""bottomFrame"" src=""./portale/geocms.jsp"" noresize=""noresize"" />
</frameset>
<a href=""/portale/geocms.jsp?tipo=main&lang=ita"">&nbsp:</a>
</html>
",https://admin-travel.eni.com,admin-travel.eni.com,,GeoCMS: Home Page,https,,Apache/2.2.11 (Unix) mod_jk/1.2.30 mod_ssl/2.2.11 OpenSSL/0.9.8e-fips-rhel5,,,text/html,GET,151.96.2.171,/,,,,map[],,,769.783791ms,,[],[151.96.2.171],[],[Apache HTTP Server:2.2.11 Apache Tomcat OpenSSL:0.9.8e UNIX mod_jk:1.2.30 mod_ssl:2.2.11],map[],[],40,18,200,585,false,false,false,false,false,false,,[],,,,map[PageType:other pHash:0]
2024-04-10 12:17:51.171974 +0200 CEST m=+1.569461959,<nil>,<nil>,<nil>,<nil>,map[],[],,,443,"HTTP/1.0 302 Found
Connection: close
Location: /my.policy
Server: BigIP
Set-Cookie: LastMRH_Session=789afea9;path=/;secure
Set-Cookie: MRHSession=cf08983d8d4e1f5566890fec789afea9;path=/;secure
Set-Cookie: MRHSHint=deleted; expires=Thu, 01-Jan-1970 00:00:01 GMT; path=/;secure
Content-Length: 0

",https://apm3-eni-vpn.eni.com,apm3-eni-vpn.eni.com,/my.policy,,https,,BigIP,,,,GET,151.96.33.23,/,,,,map[],,,768.975ms,,[],[151.96.33.23],[],[F5 BigIP],map[],[],1,1,302,0,false,false,false,false,false,false,,[],,,,map[PageType:other pHash:0]
2024-04-10 12:17:51.172036 +0200 CEST m=+1.569524543,<nil>,<nil>,<nil>,<nil>,map[],[],,,443,"HTTP/1.0 302 Found
Connection: close
Location: /my.policy
Server: BigIP
Set-Cookie: LastMRH_Session=46212f0c;path=/;secure
Set-Cookie: MRHSession=817ea49c47b1e0a0cc940e4346212f0c;path=/;secure
Set-Cookie: MRHSHint=deleted; expires=Thu, 01-Jan-1970 00:00:01 GMT; path=/;secure
Content-Length: 0

",https://apm4-eni-vpn-ind.eni.com,apm4-eni-vpn-ind.eni.com,/my.policy,,https,,BigIP,,,,GET,151.96.252.110,/,,,,map[],,,769.157208ms,,[],[151.96.252.110],[],[F5 BigIP],map[],[],1,1,302,0,false,false,false,false,false,false,,[],,,,map[PageType:other pHash:0]
2024-04-10 12:17:51.172242 +0200 CEST m=+1.569730043,<nil>,<nil>,<nil>,<nil>,map[],[],,,443,"HTTP/1.0 302 Found
Connection: close
Location: /my.policy
Server: BigIP
Set-Cookie: LastMRH_Session=603c5a17;path=/;secure
Set-Cookie: MRHSession=fae849c77e1003c987dfea44603c5a17;path=/;secure
Set-Cookie: MRHSHint=deleted; expires=Thu, 01-Jan-1970 00:00:01 GMT; path=/;secure
Content-Length: 0

",https://apm4-eni-vpn-admin.gtm.eni.com,apm4-eni-vpn-admin.gtm.eni.com,/my.policy,,https,,BigIP,,,,GET,151.96.252.113,/,,,,map[],,,768.945209ms,,[],[151.96.252.113],[],[F5 BigIP],map[],[],1,1,302,0,false,false,false,false,false,false,,[],,,,map[PageType:other pHash:0]
2024-04-10 12:17:51.172729 +0200 CEST m=+1.570216834,<nil>,<nil>,<nil>,<nil>,map[],[],,,443,"HTTP/1.1 301 Moved Permanently
Connection: close
Content-Length: 258
Age: 0
Alt-Svc: h3="":443""; ma=2592000,h3-29="":443""; ma=2592000
Content-Type: text/html; charset=iso-8859-1
Date: Wed, 10 Apr 2024 10:17:51 GMT
Location: https://oilproducts.eni.com/it_IT/settori/additivi
Via: 1.1 google
X-Cache: MISS

<!DOCTYPE HTML PUBLIC ""-//IETF//DTD HTML 2.0//EN"">
<html><head>
<title>301 Moved Permanently</title>
</head><body>
<h1>Moved Permanently</h1>
<p>The document has moved <a href=""https://oilproducts.eni.com/it_IT/settori/additivi"">here</a>.</p>
</body></html>
",https://additivi.eni.com,additivi.eni.com,https://oilproducts.eni.com/it_IT/settori/additivi,301 Moved Permanently,https,,,,,text/html,GET,35.190.7.174,/,,,,map[],,,769.506583ms,,[],[35.190.7.174],[eni-oilproducts.goreply.net],[Google Cloud Google Cloud CDN HTTP/3],map[],[],14,8,301,258,false,false,false,false,false,false,,[],,,,map[PageType:error pHash:0]
2024-04-10 12:17:51.175437 +0200 CEST m=+1.572925334,<nil>,<nil>,<nil>,<nil>,map[],[],,,443,"HTTP/1.1 200 OK
Connection: close
Content-Length: 1060
Content-Type: text/html; charset=UTF-8
Date: Wed, 10 Apr 2024 10:17:51 GMT
Set-Cookie: ENIMAMID=1tPHg42N0DPe8pTGZY1RCojnDAdlILrqzUbSHWvlyPu2qFuBNjxN!764470248; path=/; secure; HttpOnly
Set-Cookie: BIGipServerappsenroll-www-pr_443_pool=1715625994.47873.0000; path=/; Httponly; Secure
Set-Cookie: TS011d1f5c=01fa9faf6ee955f1a94fa70ab6280d4bf8aeef7f29aafa47078ce0945ef173245c7549daf6260e9c0a60b9bed82f7b161666553f18b586c8285a89b8c58e6a118c74bbb565d1af08df84b455696c0bb4f44379ef35; Path=/
X-Frame-Options: SAMEORIGIN
X-Xss-Protection: 1; mode=block







<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN"" ""http://www.w3.org/TR/html4/loose.dtd"">
<html lang=""en"">
<head>
<title>Eni App Store</title>
<link rel=""stylesheet"" href=""/css/angular-material.min.css"">
<link rel=""stylesheet"" href=""/css/bootstrap.min.css"">
<link rel=""stylesheet"" href=""/css/ngDialog.min.css"" />
<link rel=""stylesheet"" href=""/css/loading-bar.min.css"" />
<link rel=""stylesheet"" href=""/css/app.min.css"" />
<meta name=""viewport"" content=""width=device-width,initial-scale=1"">
<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8"" />
<meta charset=""utf-8"">
<base href=""/"">
</head>
<body data-ng-controller=""MainCtrl as main"">


	<div class=""container-wrapper {{viewName}}"">
		<div class=""fragment {{loadingstate}}"">
			<div data-ng-view></div>
		</div>
	</div>
	<script type=""text/javascript"">
		var require = {
			config : {
				'config' : { 
					apiURL: ""https://apps.eni.com"",
					appLang : 'en',
				}
			}
		};
	</script>
	<script src=""/lib/requirejs/require.js"" data-main=""app/main""></script>
</body>
</html>",https://apps.eni.com,apps.eni.com,,Eni App Store,https,,,,,text/html,GET,151.96.3.201,/,,,,map[],,,769.287542ms,,[],[151.96.3.201],[],[Bootstrap Material Design Lite],map[],[],54,41,200,1060,false,false,false,false,false,false,,[],,,,map[PageType:other pHash:0]
2024-04-10 12:17:51.224495 +0200 CEST m=+1.621984209,<nil>,<nil>,<nil>,<nil>,map[],[],,,443,"HTTP/1.0 302 Found
Connection: close
Location: /my.policy
Server: BigIP
Set-Cookie: LastMRH_Session=c3395836;path=/;secure
Set-Cookie: MRHSession=2dc66aa6efd3b8df2d78aa1fc3395836;path=/;secure
Set-Cookie: MRHSHint=deleted; expires=Thu, 01-Jan-1970 00:00:01 GMT; path=/;secure
Content-Length: 0

",https://apm2-eni-vpn-full.eni.com,apm2-eni-vpn-full.eni.com,/my.policy,,https,,BigIP,,,,GET,151.96.33.45,/,,,,map[],,,823.017ms,,[],[151.96.33.45],[],[F5 BigIP],map[],[],1,1,302,0,false,false,false,false,false,false,,[],,,,map[PageType:other pHash:0]
2024-04-10 12:17:51.374608 +0200 CEST m=+1.772101418,<nil>,<nil>,<nil>,<nil>,map[],[],,,443,"HTTP/1.0 302 Found
Connection: close
Location: /my.policy
Server: BigIP
Set-Cookie: LastMRH_Session=9d953516;path=/;secure
Set-Cookie: MRHSession=a34f2f76473b14a59312ee739d953516;path=/;secure
Set-Cookie: MRHSHint=deleted; expires=Thu, 01-Jan-1970 00:00:01 GMT; path=/;secure
Content-Length: 0

",https://apm1-eni-vpn-top.eni.com,apm1-eni-vpn-top.eni.com,/my.policy,,https,,BigIP,,,,GET,151.96.252.79,/,,,,map[],,,972.126667ms,,[],[151.96.252.79],[],[F5 BigIP],map[],[],1,1,302,0,false,false,false,false,false,false,,[],,,,map[PageType:other pHash:0]
2024-04-10 12:17:51.374608 +0200 CEST m=+1.772101418,<nil>,<nil>,<nil>,<nil>,map[],[],,,443,"HTTP/1.0 302 Found
Connection: close
Location: /my.policy
Server: BigIP
Set-Cookie: LastMRH_Session=ccb4cb2b;path=/;secure
Set-Cookie: MRHSession=116451c2f7b922923ce01929ccb4cb2b;path=/;secure
Set-Cookie: MRHSHint=deleted; expires=Thu, 01-Jan-1970 00:00:01 GMT; path=/;secure
Content-Length: 0

",https://apm4-eni-vpn.eni.com,apm4-eni-vpn.eni.com,/my.policy,,https,,BigIP,,,,GET,151.96.252.118,/,,,,map[],,,972.051375ms,,[],[151.96.252.118],[],[F5 BigIP],map[],[],1,1,302,0,false,false,false,false,false,false,,[],,,,map[PageType:other pHash:0]
2024-04-10 12:17:51.375215 +0200 CEST m=+1.772708501,<nil>,<nil>,<nil>,<nil>,map[],[],,,443,"HTTP/1.0 302 Found
Connection: close
Location: /my.policy
Server: BigIP
Set-Cookie: LastMRH_Session=9c2da281;path=/;secure
Set-Cookie: MRHSession=3fd52a17401f0fc842f450529c2da281;path=/;secure
Set-Cookie: MRHSHint=deleted; expires=Thu, 01-Jan-1970 00:00:01 GMT; path=/;secure
Content-Length: 0

",https://apm1-eni-vpn-admin.eni.com,apm1-eni-vpn-admin.eni.com,/my.policy,,https,,BigIP,,,,GET,151.96.252.83,/,,,,map[],,,973.103333ms,,[],[151.96.252.83],[apm1-eni-vpn-admin.gtm.eni.com],[F5 BigIP],map[],[],1,1,302,0,false,false,false,false,false,false,,[],,,,map[PageType:other pHash:0]
2024-04-10 12:17:51.377701 +0200 CEST m=+1.775194584,<nil>,<nil>,<nil>,<nil>,map[],[],,,443,"HTTP/1.0 302 Found
Connection: close
Location: /my.policy
Server: BigIP
Set-Cookie: LastMRH_Session=c8b7f021;path=/;secure
Set-Cookie: MRHSession=87dbbcf75af591d69e6a5c30c8b7f021;path=/;secure
Set-Cookie: MRHSHint=deleted; expires=Thu, 01-Jan-1970 00:00:01 GMT; path=/;secure
Content-Length: 0

",https://apm2-eni-vpn-top.eni.com,apm2-eni-vpn-top.eni.com,/my.policy,,https,,BigIP,,,,GET,151.96.33.47,/,,,,map[],,,972.718708ms,,[],[151.96.33.47],[],[F5 BigIP],map[],[],1,1,302,0,false,false,false,false,false,false,,[],,,,map[PageType:other pHash:0]
2024-04-10 12:17:51.378128 +0200 CEST m=+1.775621918,<nil>,<nil>,<nil>,<nil>,map[],[],,,443,"HTTP/1.0 302 Found
Connection: close
Location: /my.policy
Server: BigIP
Set-Cookie: LastMRH_Session=9f4f57c3;path=/;secure
Set-Cookie: MRHSession=fb7cacc671cebdf6c0e0b7a99f4f57c3;path=/;secure
Set-Cookie: MRHSHint=deleted; expires=Thu, 01-Jan-1970 00:00:01 GMT; path=/;secure
Content-Length: 0

",https://apm2-eni-vpn-admin.gtm.eni.com,apm2-eni-vpn-admin.gtm.eni.com,/my.policy,,https,,BigIP,,,,GET,151.96.33.52,/,,,,map[],,,972.557125ms,,[],[151.96.33.52],[],[F5 BigIP],map[],[],1,1,302,0,false,false,false,false,false,false,,[],,,,map[PageType:other pHash:0]
2024-04-10 12:17:51.378917 +0200 CEST m=+1.776410501,<nil>,<nil>,<nil>,<nil>,map[],[],,,443,"HTTP/1.0 302 Found
Connection: close
Location: /my.policy
Server: BigIP
Set-Cookie: LastMRH_Session=4a445a31;path=/;secure
Set-Cookie: MRHSession=ecac82d4147cabff6f436e1d4a445a31;path=/;secure
Set-Cookie: MRHSHint=deleted; expires=Thu, 01-Jan-1970 00:00:01 GMT; path=/;secure
Content-Length: 0

",https://apm3-eni-vpn-ind.eni.com,apm3-eni-vpn-ind.eni.com,/my.policy,,https,,BigIP,,,,GET,151.96.33.14,/,,,,map[],,,975.572375ms,,[],[151.96.33.14],[],[F5 BigIP],map[],[],1,1,302,0,false,false,false,false,false,false,,[],,,,map[PageType:other pHash:0]
2024-04-10 12:17:51.37893 +0200 CEST m=+1.776423084,<nil>,<nil>,<nil>,<nil>,map[],[],,,443,"HTTP/1.0 302 Found
Connection: close
Location: /my.policy
Server: BigIP
Set-Cookie: LastMRH_Session=6326bacc;path=/;secure
Set-Cookie: MRHSession=bc5120655cc9d8fdd4028f2a6326bacc;path=/;secure
Set-Cookie: MRHSHint=deleted; expires=Thu, 01-Jan-1970 00:00:01 GMT; path=/;secure
Content-Length: 0

",https://apm4-eni-vpn-full.eni.com,apm4-eni-vpn-full.eni.com,/my.policy,,https,,BigIP,,,,GET,151.96.252.109,/,,,,map[],,,971.951583ms,,[],[151.96.252.109],[],[F5 BigIP],map[],[],1,1,302,0,false,false,false,false,false,false,,[],,,,map[PageType:other pHash:0]
